dateissue,Value
13961227,95819.6
13961226,95577.3
13961223,95525.9
13961222,96314.1
13961221,96194.4
13961220,96028.4
13961219,96594.5
13961216,96860.3
13961215,96991
13961214,97182.6
13961213,97354.3
13961212,97388.7
13961209,97961.7
13961208,98100.8
13961207,98098.5
13961206,98080.2
13961205,98176.9
13961202,98157.3
13961130,98148.5
13961129,98311.6
13961128,98429.6
13961125,98347.9
13961124,98103.3
13961123,97924.7
13961121,97782.7
13961118,98299.7
13961117,97927.5
13961116,98033.5
13961115,97808.1
13961114,97718.8
13961111,98133.5
13961110,98557.8
13961109,99046.1
13961108,99414.5
13961107,99355.5
13961104,99522.1
13961103,99224.7
13961102,98628.4
13961101,98221
13961030,98817.2
13961027,98923.5
13961026,98596.9
13961025,97944
13961024,97228.6
13961023,96627.5
13961020,96185.9
13961019,96149.2
13961018,96332.5
13961017,96234.5
13961016,96270.3
13961013,95929.4
13961012,96241.2
13961011,96207.9
13961010,95561.5
13961009,97211.4
13961006,97899.1
13961005,98152.7
13961004,98358.4
13961003,97529.3
13961002,96816
13960929,95508.6
13960928,95590.6
13960927,95477.4
13960926,95600.7
13960925,94606.4
13960924,93283.6
13960923,93283.6
13960922,93283.7
13960921,92628.9
13960920,91552.4
13960919,91198.9
13960918,91160.3
13960914,91092.2
13960913,90936.6
13960912,90951.8
13960911,91296.7
13960908,91152.2
13960907,91255.2
13960905,90655.5
13960904,90469.5
13960901,89339.1
13960830,88774.6
13960829,88261.2
13960827,88202.3
13960824,88005.9
13960823,87949.8
13960822,87832.5
13960821,87744.7
13960820,87795.2
13960817,87897.4
13960816,87883.1
13960815,87843.7
13960814,87905.1
13960813,87868.6
13960810,87844.9
13960809,87649.9
13960808,87477.2
13960807,87416.6
13960806,86935.4
13960803,86636.8
13960802,86529.2
13960801,86346.2
13960730,86480.2
13960729,86430.5
13960726,85768
13960725,85660
13960724,85590.7
13960723,85394.9
13960722,85263.6
13960719,84744.1
13960718,84734.4
13960717,84611.6
13960716,84564.9
13960715,85069.5
13960712,85429.5
13960711,85355
13960710,85514.9
13960705,85819
13960704,85628.8
13960703,85516.9
13960702,85588.8
13960701,85798.4
13960629,85831.8
13960628,85343.9
13960627,84414.5
13960626,83916.6
13960625,83683.2
13960622,83523.8
13960621,83469.2
13960620,83369.1
13960619,83255.7
13960615,83675.3
13960614,83733.5
13960613,83452.1
13960612,83345.2
13960611,83428.2
13960608,83272.9
13960607,83252
13960606,83012.1
13960605,82885
13960604,82897.1
13960601,82541.8
13960531,82372.4
13960530,82075
13960529,82016.2
13960528,81954.9
13960525,81741.9
13960524,81696.3
13960523,81659.3
13960522,81661.5
13960521,81763.1
13960518,81579.3
13960517,81313.9
13960516,81285.7
13960515,81384.1
13960511,81265.9
13960510,81415.9
13960509,81533.5
13960508,81491.4
13960507,81420.9
13960504,81509.3
13960503,81181.7
13960502,80933.9
13960501,80863
13960431,80670.8
13960428,80162.5
13960427,79735.7
13960426,79692.9
13960425,79620.8
13960424,79658.9
13960421,79509.6
13960420,79490.4
13960419,79377
13960418,78985.4
13960417,78881.6
13960414,78700.2
13960413,78632.5
13960412,78659.2
13960411,78765.3
13960410,78799.7
13960407,78704.5
13960404,78665.5
13960403,78652.7
13960331,78736.2
13960330,78867.5
13960329,78859.2
13960328,78990.4
13960327,79285
13960324,79465.7
13960323,79426.9
13960322,79564.1
13960321,79870.7
13960320,79855.7
13960317,79758.5
13960316,80293.5
13960313,80288.9
13960310,80513.3
13960309,80511.5
13960308,80607.9
13960307,80713.2
13960306,80921.2
13960303,81146.2
13960302,81124.4
13960301,81124.4
13960231,81194
13960230,81077.6
13960227,80344.2
13960226,80129.3
13960225,79957.5
13960224,79963
13960223,80142
13960220,80127.1
13960219,79858.8
13960218,79744.1
13960217,79660.9
13960216,79697.4
13960213,79969.2
13960212,79942.1
13960211,79826.6
13960210,79785
13960209,79755.6
13960206,79596.9
13960204,79425.9
13960203,79390.6
13960202,79302.7
13960130,78651.4
13960129,78339.8
13960128,78247.5
13960127,78471.7
13960126,78383.3
13960123,78132.4
13960121,78107.8
13960120,77860.4
13960119,77804.7
13960116,77689.9
13960115,77647.1
13960114,77616.8
13960109,77584.4
13960108,77548.5
13960107,77523.3
13960106,77502.9
13960105,77485.8
13951228,77230
13951225,76737.9
13951224,76639
13951223,76332
13951222,76329
13951221,76315.6
13951218,76285.5
13951217,76800.4
13951216,76789.7
13951215,76766.9
13951214,77135.1
13951211,77475.2
13951210,77602.3
13951209,77590.7
13951208,77574.7
13951207,77863.5
13951204,77847.2
13951203,77800.2
13951202,77698.2
13951201,77658.6
13951130,77599.1
13951127,77189.7
13951126,77000.2
13951125,76975.5
13951124,76827.7
13951123,76816.8
13951120,76792.8
13951119,76766
13951118,76678.7
13951117,76616
13951116,76825.7
13951113,77414.9
13951112,77975.4
13951111,77961.4
13951110,77707.3
13951109,77714.1
13951106,78049
13951105,78249.1
13951104,79263.5
13951103,79218
13951102,79206.6
13951029,79382.2
13951028,79280.4
13951027,79084.2
13951026,79073.2
13951025,78876.2
13951022,78622
13951020,78609.5
13951019,78833.4
13951018,78826.5
13951015,78990.3
13951014,78983.7
13951013,78968.9
13951012,78896
13951011,79486.6
13951008,79691.8
13951007,79800.8
13951006,79966.5
13951005,79898.9
13951004,80161.2
13951001,80250
13950930,80122.7
13950929,80413.1
13950928,80709
13950924,80683.6
13950923,80741.2
13950922,80915.5
13950921,80925.9
13950920,81250.5
13950917,81341.6
13950916,80830.5
13950915,80081.2
13950914,80063.7
13950913,80058.8
13950909,80018.6
13950907,79625.9
13950906,79541.4
13950903,79385.6
13950902,79393.8
13950901,79319
13950829,79278.6
13950826,79268.4
13950825,79236.2
13950824,79341.5
13950823,79048.5
13950822,79010.7
13950819,78411.6
13950818,79871.4
13950817,79632.3
13950816,79137.5
13950815,79253.5
13950812,79670.9
13950811,79659.2
13950810,80263.7
13950809,80339.2
13950808,80340.7
13950805,79299.6
13950804,78761.9
13950803,78568.8
13950802,78370.3
13950801,78387.2
13950728,78091.5
13950727,77849.5
13950726,77707.2
13950725,77569.1
13950724,77886.4
13950719,77655.1
13950718,77435.8
13950717,77217
13950714,77183
13950713,77335.3
13950712,77265.3
13950711,77287.6
13950710,77478.8
13950707,77300.3
13950706,77143.1
13950705,77089.8
13950704,77081.5
13950703,76906.9
13950631,76450.9
13950629,76272.6
13950628,76166.7
13950627,76104.9
13950624,76455.4
13950623,76444.2
13950621,76643.9
13950620,76640.3
13950617,76742.2
13950616,76669.6
13950615,76522.2
13950614,76509.4
13950613,76747
13950610,77167.9
13950609,77358.6
13950608,77345.6
13950607,77313.6
13950606,77757.6
13950603,78081.5
13950602,77964
13950601,78086.1
13950531,78086.4
13950530,77968.7
13950527,77879
13950526,77855.5
13950525,77828.8
13950524,78205.1
13950523,78218.8
13950520,78190.5
13950519,78368.4
13950518,78324.9
13950517,78704.6
13950516,78324.9
13950513,77856.5
13950512,77089.8
13950511,76647.4
13950510,76579.7
13950506,76225.7
13950505,75501
13950504,75466.5
13950503,75183.9
13950502,74934.3
13950430,74514.1
13950429,74313.6
13950428,74196.9
13950427,74194.8
13950426,73868
13950423,73763
13950422,73736
13950421,73816.7
13950420,73764.2
13950419,73716.6
13950415,74049.1
13950414,73947.2
13950413,74064
13950412,73965.5
13950409,73940.3
13950408,74190.5
13950406,73743.5
13950405,73672
13950402,73644.8
13950401,72799.2
13950331,72615
13950330,73027.9
13950329,73906.5
13950326,73877.1
13950325,73959.7
13950324,74700.5
13950323,74817.8
13950322,74850.1
13950319,75876.2
13950318,75874.5
13950317,76128.6
13950316,76160.6
13950312,76084.2
13950311,76144.2
13950310,76431.5
13950309,76387
13950308,76690.6
13950305,76853
13950304,76692.8
13950303,76613.9
13950301,76448.3
13950229,76413.3
13950228,76292.9
13950227,75980.5
13950226,75863.2
13950225,76138.6
13950222,75982.6
13950221,76630.4
13950220,77106
13950219,77045.3
13950218,77423.9
13950215,78033.8
13950214,78044.4
13950213,78285.4
13950212,78384.4
13950211,78414.6
13950208,78404.7
13950207,78394.4
13950206,78688.4
13950205,78448.3
13950204,78281.7
13950201,78269
13950131,78430.9
13950130,78435.4
13950129,77516.2
13950128,77984.8
13950125,79588.3
13950124,80109.3
13950123,80262.4
13950122,80280.7
13950121,80654
13950118,80752.7
13950117,80965.8
13950116,80872.1
13950115,80852.7
13950114,81536.9
13950111,81480.4
13950110,80561.3
13950109,80935.7
13950108,81261
13950107,81200.3
13941226,80219.4
13941225,80037.5
13941224,80236.7
13941222,79366.5
13941219,78312.1
13941218,78220
13941217,78158.4
13941216,78093
13941215,78022.2
13941212,77697.8
13941211,77648.8
13941210,77539.2
13941209,77733.8
13941208,78228.3
13941205,77840.2
13941204,77704
13941203,77587.7
13941202,77234.9
13941201,77560.9
13941128,77888
13941127,77141.6
13941126,77377.5
13941125,76709.5
13941124,76594.2
13941121,77497.9
13941120,78199.1
13941119,75783.8
13941118,74569.4
13941117,74103.6
13941114,73684
13941113,73725.5
13941112,72912.8
13941111,71118.8
13941110,71393.9
13941107,71011
13941106,70999.5
13941105,68857.5
13941104,67740.1
13941103,66960.4
13941030,66562.5
13941029,66118.1
13941028,65119.5
13941027,65424.1
13941026,64860.9
13941023,63516.9
13941022,62841.2
13941021,62788.7
13941020,62461
13941019,62655
13941016,62632.8
13941015,62055.9
13941014,61728.1
13941013,61710.2
13941012,61700.1
13941009,61691
13941007,61469.3
13941006,61455.3
13941005,61436.9
13941002,61420.7
13941001,61414.2
13940930,61518.5
13940929,61501.5
13940928,61734
13940925,62147.3
13940924,62233.3
13940923,62216.3
13940922,62310.7
13940918,62409.8
13940917,62392.4
13940916,62374.8
13940915,62420.2
13940914,62577.1
13940910,62550
13940909,62647.7
13940908,62639.1
13940907,62635.4
13940904,62734.6
13940903,62720.9
13940902,62795.7
13940901,62923.9
13940830,62889
13940827,62871.3
13940826,63013.6
13940825,63108.6
13940824,63083.5
13940823,63070.6
13940820,63056.4
13940819,63044.3
13940818,63035.7
13940817,62999.2
13940816,63000.4
13940813,62927.4
13940812,62811.6
13940811,62855.7
13940810,62942.7
13940809,62948.6
13940806,62923.7
13940805,62923
13940804,62803.3
13940803,62792.8
13940729,63175
13940728,63142
13940727,63126.7
13940726,63071.4
13940725,62799.1
13940722,61973.3
13940721,61434.4
13940720,61296.6
13940719,61287.1
13940718,61396.9
13940715,61389.8
13940714,61209.8
13940713,61233.6
13940712,61163.7
13940711,61217.4
13940708,61498.3
13940707,61578.8
13940706,61568.9
13940705,61563
13940704,61530.9
13940701,61686
13940631,61576.8
13940630,61328
13940629,61553.2
13940628,62254.7
13940625,62264.5
13940624,62536.5
13940623,62993
13940622,62958.2
13940621,63482.5
13940618,63467.7
13940617,64511.7
13940616,64518.4
13940615,64506.6
13940614,64497
13940611,64276.2
13940610,64251
13940609,64225.8
13940608,64467.3
13940607,64451.3
13940604,64206.2
13940603,64197.3
13940602,64651.6
13940601,64881.4
13940531,65225
13940528,65218.3
13940527,65189.4
13940526,65302.5
13940525,65239.9
13940524,65314.3
13940521,65703.3
13940519,65903.1
13940518,65973.5
13940517,66000.9
13940514,66451
13940513,66445.7
13940512,66626.7
13940511,66530.5
13940510,66829.7
13940507,66780.7
13940506,66489.5
13940505,66441.4
13940504,66977.4
13940503,67036.3
13940431,67643.9
13940430,68050.7
13940429,68148.4
13940428,68827.7
13940424,68827.7
13940423,69433.5
13940422,69194.5
13940421,67646.4
13940420,66817.8
13940416,66761.4
13940415,66019.9
13940414,65780.1
13940413,65860.8
13940410,64861.8
13940409,64922.6
13940408,64332.9
13940407,64301.4
13940406,64812.2
13940403,64857.6
13940402,64839.5
13940401,64276.5
13940331,63810.7
13940330,63836.2
13940327,63559.7
13940326,62558.9
13940325,62442
13940324,62653.3
13940323,62571.2
13940320,62322.2
13940319,62317.9
13940318,62952.3
13940317,63187.3
13940316,63297.6
13940312,63289.8
13940311,63227
13940310,63227.9
13940309,63419.9
13940306,63402.1
13940305,63419.1
13940304,63496.5
13940303,63363.8
13940302,63427.8
13940230,63703.1
13940229,63644.3
13940228,63522.8
13940227,63465.1
13940223,63531.4
13940222,63316
13940221,63069.8
13940220,62885.9
13940219,63530.2
13940216,64069.1
13940215,64168.1
13940214,64415.8
13940213,65088.3
13940209,65634.1
13940208,65508.2
13940207,65576.8
13940206,66208.9
13940205,66540.6
13940202,66569.2
13940201,66828.6
13940131,67016.7
13940130,67378.8
13940129,67374
13940126,68078.8
13940125,68465.3
13940124,68454.1
13940123,68783.9
13940122,70022.8
13940119,70684.7
13940118,70159.9
13940117,70843.9
13940116,70261.7
13940115,67827
13940111,65728
13940110,65175.1
13940109,65099.9
13940108,63625.5
13940105,62885
13931227,62531.8
13931226,61532.9
13931225,65122.8
13931224,64980.6
13931223,64610.3
13931220,64070.7
13931219,63852.8
13931218,63846.7
13931217,63806.7
13931216,63911.1
13931213,64014.9
13931212,63996
13931211,63954.8
13931210,63860.1
13931209,63950.9
13931206,64051.7
13931205,64525.8
13931204,64678.4
13931203,64719.9
13931202,64867.1
13931129,64720
13931128,64811.2
13931127,64993.6
13931126,64926.8
13931125,64932.1
13931121,64840.9
13931120,64917.5
13931119,65366.3
13931118,65787.2
13931115,65771.6
13931114,65597.4
13931113,65555.9
13931112,65544.7
13931111,65542.8
13931108,65256.1
13931107,65127.7
13931106,65114.1
13931105,65105
13931104,65029.1
13931101,65028.9
13931030,65564.7
13931029,65835
13931028,66319.2
13931027,66273.3
13931024,65939.1
13931023,65929.1
13931022,66000.1
13931021,65512.8
13931020,66197.9
13931017,66902
13931016,67471
13931015,68232.1
13931014,68650.6
13931013,68829.9
13931010,68973.1
13931009,69254.5
13931008,69424
13931007,69625.5
13931006,69705
13931003,70153.5
13931001,70094.4
13930929,69537.5
13930926,69494.8
13930925,69608.6
13930924,69542.6
13930923,70291.6
13930919,71043
13930918,71381.7
13930917,71376.6
13930916,71170
13930915,71712
13930912,71860.2
13930911,72258.5
13930910,72120.7
13930909,72189.5
13930908,73245.1
13930905,74076.1
13930904,74740.9
13930903,75949
13930902,75389.6
13930901,75042.6
13930828,75248.4
13930827,75409.4
13930826,75965.9
13930825,75930.8
13930824,75946.5
13930821,76589.4
13930820,76708
13930819,76560.8
13930818,76553.4
13930817,76420.5
13930814,76166.6
13930811,75368.6
13930810,75028
13930807,74151.1
13930806,73967.8
13930805,73958.9
13930804,73940.8
13930803,74152
13930730,74132.8
13930729,74109.1
13930728,73550.4
13930727,72281
13930726,72016.5
13930723,71978.6
13930722,71893.1
13930720,71791.5
13930719,71771.7
13930716,71783.7
13930715,71718.9
13930714,71821.5
13930712,71670.1
13930709,71640.5
13930708,71664
13930707,71675.2
13930706,71643.7
13930705,71702.2
13930702,71788.1
13930701,71726.5
13930631,71685.8
13930630,71545.3
13930629,71445
13930626,71443.6
13930625,71408.3
13930624,71402.3
13930623,71386.7
13930622,71486
13930619,71925.4
13930618,71930.1
13930617,71815.2
13930616,71665.4
13930615,71822.4
13930612,72121.5
13930611,72232.4
13930610,72339.8
13930609,72778.4
13930608,72941.8
13930605,73312.2
13930604,73540.9
13930603,73499.9
13930602,73529.5
13930601,73868
13930529,73905.7
13930528,73902.6
13930527,73906.8
13930526,73952.6
13930525,74051
13930522,74363
13930521,74455.1
13930520,74547.5
13930519,74398.9
13930518,74398.6
13930515,74613.8
13930514,74697.5
13930513,74709.2
13930512,74637.4
13930511,74841
13930506,74997.6
13930505,74848
13930504,74840.3
13930501,74841.6
13930431,74526.1
13930430,73890.5
13930429,73750.2
13930425,73754.2
13930424,73457.9
13930423,73347.4
13930422,73226.2
13930421,73555.9
13930418,73416.4
13930417,73025
13930416,71916.6
13930415,71960.2
13930414,72162.2
13930411,70876.6
13930410,70423
13930409,70341.5
13930408,70970.3
13930407,71662
13930404,72249.9
13930403,72344.4
13930402,72544.9
13930401,72900.8
13930331,72969
13930328,72873.1
13930327,72638
13930326,72748.8
13930325,72631.8
13930324,73516
13930321,74499.1
13930320,74836.7
13930319,75240.5
13930318,75353.5
13930317,75329.5
13930313,75102.8
13930312,74735.9
13930311,74543.4
13930310,75687.1
13930307,76067.8
13930305,76212
13930304,76394.2
13930303,76703.9
13930231,76767.6
13930230,76634.4
13930229,76528.9
13930228,76987.5
13930227,76901.8
13930224,77610.2
13930222,77596.4
13930221,77734.2
13930220,77931
13930217,77752.4
13930216,77717.3
13930215,77763.8
13930214,77569.2
13930213,77939
13930210,78164.3
13930209,78151.3
13930208,78131.1
13930207,77923.6
13930206,77404.1
13930203,75980.5
13930202,75735.2
13930201,75035.3
13930131,74160
13930130,73637.8
13930127,74161.2
13930126,73847.6
13930125,73973.4
13930124,74920.7
13930123,76501.8
13930120,77423.9
13930119,77817.5
13930118,77418.6
13930117,77634.7
13930116,78547.7
13930111,78741.3
13930110,78469.2
13930109,78239.7
13930106,78619.4
13930105,79013.5
13921228,79015.4
13921227,78968.1
13921226,78430.8
13921225,77816.2
13921224,77191.3
13921221,76583.4
13921220,76582.7
13921219,77219.5
13921218,77515.6
13921217,78231
13921214,78447.2
13921213,78072.6
13921212,78518.8
13921211,79584.1
13921210,80105
13921207,79785.5
13921206,80087.4
13921205,80849.8
13921204,81281.6
13921203,81325
13921130,80986.5
13921129,80435.7
13921128,80603
13921127,79769.2
13921126,79153.1
13921123,79136.6
13921121,80240.3
13921120,80949.5
13921119,81066.8
13921116,82214.3
13921115,83170.6
13921114,83165
13921113,83606.5
13921112,84164.7
13921109,82797.7
13921108,81644.4
13921107,80861.4
13921106,81905.6
13921105,82670.3
13921102,82028.8
13921101,83252.4
13921030,83641.5
13921028,84973.2
13921025,85700.6
13921024,87102.6
13921023,87112.9
13921022,85404.1
13921021,87792.7
13921018,88069
13921017,88749.3
13921016,89355.7
13921015,89500.6
13921014,88926.7
13921011,88313.4
13921009,87451.9
13921008,87425.2
13921007,87691.7
13921004,88190.7
13921003,88113.7
13921001,87015.5
13920930,86957.1
13920927,87726.2
13920926,87646.1
13920925,88112.5
13920924,87024.1
13920923,85691.1
13920920,86511.2
13920919,85962.2
13920918,85310.4
13920917,85149.9
13920916,84659.4
13920913,84211.4
13920912,83775.6
13920911,83706.5
13920910,84384.9
13920909,83572.5
13920906,82129.8
13920905,81549.5
13920904,81186.8
13920903,80022.2
13920902,78874.5
13920829,78424.1
13920828,78142
13920827,77328.1
13920826,77214.2
13920825,77673
13920821,76932.9
13920820,76895.9
13920819,77118.9
13920818,76959.9
13920815,75868.9
13920814,74438.1
13920813,73733.6
13920812,73766.2
13920811,73504.8
13920808,73553.2
13920807,73167.4
13920806,72215
13920805,72201
13920804,73549.8
13920801,73030.7
13920730,72997.7
13920729,73636.1
13920728,73335.6
13920727,74400.2
13920723,72766.5
13920722,71471.8
13920721,70951.5
13920720,69703.5
13920717,68461.5
13920716,67505.3
13920715,67019
13920714,66997.7
13920713,66662.5
13920710,66506.3
13920709,66350
13920708,65720
13920707,65328.8
13920706,64695.4
13920703,63455.3
13920702,63010.2
13920701,62904.8
13920631,61707.2
13920630,62053.2
13920627,60964.1
13920626,60056.4
13920625,59347.7
13920624,59401.5
13920623,59117.4
13920620,59164.6
13920619,58190.4
13920618,57035.4
13920617,57198.1
13920616,57491.6
13920613,58146.1
13920612,58962.9
13920610,59057
13920609,58561
13920606,58727.3
13920605,60002.4
13920604,60675.7
13920603,61163.5
13920602,59552.8
13920530,59281.6
13920529,59568
13920528,60052.2
13920527,59938.6
13920526,60410.3
13920523,59610.2
13920522,59754.8
13920521,59608.5
13920520,58889.9
13920516,58142.6
13920515,57674.8
13920514,57415.9
13920513,57264.4
13920512,57397.2
13920509,57168.2
13920507,56400.2
13920506,56551.9
13920505,56290.3
13920502,56426.3
13920501,55942.4
13920431,55329.3
13920430,55101
13920429,54872.3
13920426,54433.6
13920425,54235.9
13920424,54509.3
13920423,54298.7
13920422,54744
13920419,55069.7
13920418,54534.2
13920417,54616
13920416,54768.6
13920415,54289.7
13920412,52735.2
13920411,51846.3
13920410,52244.1
13920409,51321.3
13920408,50471.1
13920405,49427.4
13920404,48634
13920402,48631.1
13920401,48539.3
13920329,48916.7
13920328,48783
13920327,48333.3
13920326,47817.9
13920325,46623
13920322,45671.9
13920321,45553.4
13920320,45206.5
13920319,45199.1
13920318,45488.2
13920313,45590
13920312,45247.8
13920311,44945.1
13920308,45162.2
13920307,44470.7
13920306,44107.4
13920305,43910.7
13920304,43485.2
13920301,42777.2
13920231,42855.7
13920230,43047.3
13920229,42795.5
13920228,43301
13920225,43864.3
13920224,44129
13920223,44963.3
13920222,45512.7
13920221,45091.4
13920218,44683.9
13920217,44707.4
13920216,44943.7
13920215,44897.9
13920214,44993.5
13920211,44537.1
13920210,43994.3
13920209,43192.3
13920208,42507.7
13920207,42334.2
13920204,42052.4
13920203,41583.8
13920202,41133
13920201,40506
13920131,40550.8
13920128,40747.6
13920127,40834.9
13920126,40621
13920124,40255.1
13920121,40533
13920120,40606.6
13920119,40068
13920118,39915.6
13920117,40134.3
13920114,40151.1
13920111,39990.2
13920110,39714.9
13920107,39741.8
13920106,39351.1
13920105,38602.6
13911228,38040.8
13911227,37516.1
13911226,37854.8
13911223,37998.7
13911222,37268.4
13911221,37193.6
13911220,37101
13911219,36585.5
13911216,36925.1
13911215,36950.6
13911214,37135.9
13911213,37156.1
13911212,37437.2
13911209,37811.6
13911208,37573.7
13911207,37350.6
13911206,37931.1
13911205,38325.8
13911202,38479.2
13911201,38550.8
13911130,38739.4
13911129,38710.3
13911128,38655
13911125,38611.4
13911124,38640.1
13911123,38394.3
13911121,38205.4
13911118,36913.3
13911117,36505.6
13911116,36447
13911115,36761.1
13911114,36801.4
13911111,36554.9
13911109,36674.7
13911108,36723.3
13911107,37409.4
13911104,37233.7
13911103,36594
13911102,37284
13911101,37627.5
13911030,37898.8
13911027,38343.6
13911026,38322.5
13911025,38082.8
13911024,37786.2
13911020,37441.5
13911019,37314.9
13911018,37077
13911017,37059
13911013,37648.5
13911012,37987
13911011,37860.6
13911010,37116.3
13911009,37622.4
13911006,37798.8
13911005,37366.4
13911004,37530.7
13911003,36829.3
13911002,36040.5
13910929,35760.3
13910928,35106.2
13910927,34669.5
13910926,34090.9
13910925,33949.3
13910922,33687
13910921,33889.4
13910920,33760.8
13910919,33612.6
13910918,33659.9
13910915,33282
13910914,33073.4
13910913,33015.7
13910912,33113.5
13910911,32741.5
13910908,32339.5
13910907,32018.1
13910906,31608.9
13910901,31259.5
13910830,31140.9
13910829,31096.5
13910828,31271.2
13910827,31260.3
13910824,31336.4
13910823,31215
13910822,30978.8
13910821,31015.6
13910820,31220.1
13910817,31282.9
13910816,30940.3
13910815,30736.6
13910814,31205.2
13910810,31082.4
13910809,31331.6
13910808,31221.5
13910807,31160.1
13910806,31121.7
13910803,30749.3
13910802,30615.7
13910801,30671.6
13910730,30211.4
13910729,29992.6
13910726,29502
13910725,29248.2
13910724,28981.3
13910723,28656.1
13910722,28557.9
13910719,28845.7
13910718,29032.5
13910717,29014.1
13910716,28858.6
13910715,28862.9
13910712,29098.5
13910711,28667.1
13910710,28788.8
13910709,29207.1
13910708,28828.7
13910705,28132.2
13910704,27440.1
13910703,27080.7
13910702,27127.1
13910701,26875.3
13910629,26514.5
13910628,26556.9
13910627,26470.6
13910626,26217.2
13910625,26283.7
13910621,25889.2
13910620,25735.1
13910619,25569.2
13910618,25791.9
13910615,25659.9
13910614,25384
13910613,25055
13910612,24730.1
13910606,24649
13910605,24586.5
13910604,24523.2
13910601,24339.2
13910531,24279.1
13910528,24144.7
13910525,24125.3
13910524,24102.1
13910523,24049.7
13910522,24024.2
13910521,23957.2
13910518,23787.3
13910517,23855.1
13910516,24001
13910515,24108.5
13910514,24332.6
13910511,24546.7
13910510,24584
13910509,24550.4
13910508,24747.4
13910507,25023.3
13910504,25088.8
13910503,25094.3
13910502,25029.5
13910501,24996
13910431,25021.2
13910428,25039.2
13910427,25021.3
13910426,25159.7
13910425,25296.1
13910424,25431.5
13910421,25388.1
13910420,25307.5
13910419,25279.2
13910418,25354.3
13910417,25445.5
13910414,25428.5
13910413,25438
13910412,25345.5
13910411,25227.2
13910410,25170.7
13910407,25054.6
13910406,25325
13910405,25558.4
13910404,25681.1
13910403,25938.1
13910331,26165.9
13910330,26291.8
13910328,26325.5
13910327,26406.7
13910324,26439.1
13910323,26440.5
13910322,26411.8
13910321,26264.8
13910320,26365.2
13910317,26635.6
13910316,26693
13910313,26735.4
13910310,26755.9
13910309,26803.6
13910308,26848.7
13910307,26905
13910306,26909.5
13910303,27091.2
13910302,26912.7
13910301,26845.8
13910231,26667.7
13910230,26652.1
13910227,26652.6
13910226,26677.3
13910225,26715.2
13910224,26658
13910223,26743.8
13910220,26871.9
13910219,26870.5
13910218,26886.3
13910217,26932.2
13910216,26935.7
13910213,26964.8
13910212,26969.8
13910211,26960
13910210,26953.8
13910209,27010.1
13910205,27129.9
13910204,27085.3
13910203,27169.3
13910202,27211.7
13910130,27259.9
13910129,27185.6
13910128,27245.6
13910127,27281.2
13910126,26896.8
13910123,26757.8
13910122,26664.1
13910121,26482.6
13910120,26491.8
13910119,26383.4
13910116,26300.3
13910115,26327
13910114,26484.8
13910109,26576.2
13910108,26533
13910107,26408.7
13910106,26502.3
13910105,26280.5
13901228,25905.6
13901227,25607.2
13901224,25481.5
13901223,25265.3
13901222,25300
13901221,25491.1
13901220,25457.6
13901217,25400.2
13901216,25307.9
13901215,25320.1
13901214,25417.9
13901213,25365.5
13901210,25354.5
13901209,25244.4
13901208,25098.4
13901207,24976.9
13901206,24936.1
13901203,25012.6
13901202,25035.2
13901201,24923.2
13901130,24878.3
13901129,24848.9
13901126,24829.3
13901125,24946.4
13901124,25279.8
13901123,25320.7
13901119,25371.7
13901118,25436.6
13901117,25579.8
13901116,25717.6
13901115,25907
13901112,25878.2
13901111,25913.8
13901110,25912.9
13901109,25931.3
13901108,25723
13901105,25540.5
13901103,25620.7
13901101,25772.3
13901028,25811.2
13901027,25692.8
13901026,25903.4
13901025,25755.3
13901021,25440.3
13901020,25207.4
13901019,25082.7
13901018,24854.9
13901017,24887.9
13901014,24839.1
13901013,24507
13901012,24323.7
13901011,24400.9
13901010,24403.1
13901007,24320.8
13901006,24327.2
13901005,24377.3
13901004,24455.1
13901003,24456.7
13900930,24494
13900929,24588.5
13900928,24638.2
13900927,24604
13900926,24528.3
13900923,24590.7
13900922,24618.1
13900921,24554.9
13900920,24546.3
13900919,24688.2
13900916,24662.6
13900913,24356.9
13900912,24116.6
13900909,24016.5
13900908,24089.2
13900907,23977.7
13900906,24056.4
13900905,24468.2
13900902,24568.2
13900901,24881
13900830,25207.2
13900829,25298.3
13900828,25366.7
13900825,25366.4
13900823,25366.6
13900822,25372.6
13900821,25462.7
13900818,25394.2
13900817,25328.6
13900815,25589.5
13900814,25874.2
13900811,26001.5
13900810,25924.9
13900809,25910
13900808,25911.3
13900807,25953.3
13900804,25915.4
13900803,25924.8
13900802,25875
13900801,26049.6
13900730,26150.8
13900727,26207.7
13900726,26158.8
13900725,26159.4
13900724,26291.2
13900723,26668.3
13900720,26844.2
13900719,26903
13900718,26819.4
13900717,26868.8
13900716,26912.8
13900713,26863.5
13900712,26756.3
13900711,26663.6
13900710,26672.7
13900709,26708.2
13900706,26792.7
13900705,26692.9
13900704,26571.9
13900703,26764.8
13900630,26962.2
13900629,26847.4
13900628,26866.9
13900627,26885
13900626,26855
13900623,26836.3
13900622,26933.1
13900621,27058.9
13900620,27099.9
13900619,27098.4
13900616,26930.2
13900615,26714.7
13900614,26360.8
13900613,26254.6
13900612,26083.4
13900608,25822
13900607,25621.7
13900606,25475.1
13900605,25555.6
13900602,25475.7
13900601,25389.3
13900530,25217
13900529,25231.6
13900526,25237.6
13900525,25090.5
13900524,25059.3
